schoolCode,schoolname,mgmt,type,classL,classH
27030600601,Z. P. PRI. SCH. MANGRUL,Zilla Parishad,1_Primary,1,4
27030600701,Z.P. PRI. SCH. PIMPRI,Zilla Parishad,1_Primary,1,4
27030600801,Z.P. PRI  SCH. RUKHANKHEDE  PRA. A.,Zilla Parishad,1_Primary,1,4
27030600901,Z.P. PRI. SCH. SUTKAR,Zilla Parishad,2_Primary with Upper Primary,1,5
27030601001,Z.P. UPP.PRI. SCH. WADGAON BK.,Zilla Parishad,3_Pr. With Up.Pr. & sec./H.Sec.,1,8
27030601101,Z.P. PRI.  SCH. WARDI,Zilla Parishad,1_Primary,1,4
27030601105,Z.P.PRI. SCH.  KALBHAIRAV - WARDI,Zilla Parishad,1_Primary,1,4
27030601201,Z.P. PRI.SCH. WATAR,Zilla Parishad,1_Primary,1,4
27030601301,Z.P KENDRIYA  PRI.  SCH.AADGAON,Zilla Parishad,2_Primary with Upper Primary,1,7
27030601401,Z.P.PRI. SCH. AMBADE,Zilla Parishad,2_Primary with Upper Primary,1,5
27030601501,Z.P. PRI. SCH.BORKHEDA,Zilla Parishad,1_Primary,1,4
27030601701,Z.P.PRI. SCH. MALAPUR,Zilla Parishad,2_Primary with Upper Primary,1,5
27030601901,Z.P.PRI. SCH. NARWADE,Zilla Parishad,1_Primary,1,4
27030602001,Z.P. PRI. SCH.VADATI,Zilla Parishad,1_Primary,1,4
27030602101,Z.P.PRI. SCH.VIRWADE,Zilla Parishad,1_Primary,1,4
27030602104,Z.P NEW  PLOT.PRI.SCH. VIRWADE,Zilla Parishad,1_Primary,1,4
27030602201,Z.P. SCH. VISHNAPUR,Zilla Parishad,2_Primary with Upper Primary,1,5
27030602401,Z.P.PRI. SCH. AKULKHEDE,Zilla Parishad,1_Primary,1,4
27030602501,Z.P. BOYS CENTRAL  SCH. CHAHARDI,Zilla Parishad,1_Primary,1,4
27030602502,Z.P. GIRLS SCH. CHAHARDI,Zilla Parishad,1_Primary,1,4
27030602504,Z.P.PRI. SCH. SAKAR KARKHANA CHAHARDI,Zilla Parishad,1_Primary,1,4
27030602507,ZP. PRI. SCH .WATER TANK  CHAHARDI,Zilla Parishad,1_Primary,1,4
27030602701,Z.P. PRI. SCH. GHADWEL,Zilla Parishad,1_Primary,1,4
27030602801,Z.P. UPP. PRI. SCH. KAJIPURA,Zilla Parishad,2_Primary with Upper Primary,1,6
27030602901,Z.P. PRI. SCH. MAJRE HOL,Zilla Parishad,1_Primary,1,4
27030603001,Z.P. UPP.PRI. SCH. VELE - AKHATWADE,Zilla Parishad,2_Primary with Upper Primary,1,7
27030603101,Z.P. UPP. PRI. SCH. VICHKHEDA,Zilla Parishad,1_Primary,1,4
27030603201,Z.P. MARATHI UPP.PRI. SCH. NO.1 CHOPDA,Zilla Parishad,2_Primary with Upper Primary,1,7
27030603202,Z.P. MARATHI PRI. SCH. NO.2 CHOPDA,Zilla Parishad,1_Primary,1,4
27030603203,Z.P. MARATHI UPP.PRI.  SCH. NO.3 CHOPDA,Zilla Parishad,2_Primary with Upper Primary,1,7
27030603206,Z.P. MARATHI UPP.PRI.  GIRLS SCH. NO.2 CHOPDA,Zilla Parishad,2_Primary with Upper Primary,1,7
27030603207,Z.P. UPPER.PRI. URDU BOYS SCH. NO.1 CHOPDA,Zilla Parishad,2_Primary with Upper Primary,1,7
27030603208,Z.P. UPPER.PRI. URDU BOYS SCH. NO.2 CHOPDA,Zilla Parishad,2_Primary with Upper Primary,1,7
27030603209,Z.P. UPPER.PRI. URDU BOYS SCH. NO.3 CHOPDA,Zilla Parishad,2_Primary with Upper Primary,1,7
27030603210,Z.P. UPPER.PRI. URDU BOYS SCH. NO.4 CHOPDA,Zilla Parishad,2_Primary with Upper Primary,1,7
27030603211,Z.P. UPPER.PRI. URDU BOYS SCH. NO.5 CHOPDA,Zilla Parishad,2_Primary with Upper Primary,1,7
27030603212,Z.P. UPPER.PRI. URDU GIRLS SCH. NO.1 CHOPDA,Zilla Parishad,2_Primary with Upper Primary,1,7
27030603213,Z.P. UPPER.PRI. URDU GIRLS SCH. NO.2 CHOPDA,Zilla Parishad,2_Primary with Upper Primary,1,7
27030603301,Z.P. PRI. SCH. BIDGAON,Zilla Parishad,1_Primary,1,4
27030603303,Z P NEW PRI SCH BADVANI,Zilla Parishad,2_Primary with Upper Primary,1,5
27030603401,Z.P. UPP.PRI. SCH. DEVGAV,Zilla Parishad,2_Primary with Upper Primary,1,7
27030603501,Z.P.KENDRIYA PRI.SCH. DHANORA,Zilla Parishad,1_Primary,1,4
27030603502,Z.P. UPPER PRI. URDU  SCH. DHANORA,Zilla Parishad,2_Primary with Upper Primary,1,7
27030603601,Z.P.PRI. SCH. KUNDYAPANI,Zilla Parishad,2_Primary with Upper Primary,1,5
27030603701,Z.P. PRI. SCH. MITAWALI,Zilla Parishad,1_Primary,1,4
27030603801,Z.P.PRI. SCH. MOHARAD,Zilla Parishad,2_Primary with Upper Primary,1,5
27030603802,Z.P. URDU PRI. SCH. MOHARAD,Zilla Parishad,1_Primary,1,4
27030603901,Z.P. PRI. SCH. PANCHAK,Zilla Parishad,1_Primary,1,4
27030603902,Z.P. URDU PRI. SCH. PANCHAK,Zilla Parishad,1_Primary,1,4
27030604001,Z.P. PRI.SCH. PARGAON,Zilla Parishad,1_Primary,1,4
27030604101,Z.P.UPP. PRI. SCH. PUNGAON,Zilla Parishad,3_Pr. With Up.Pr. & sec./H.Sec.,1,8
27030604201,Z.P.PRI. SCH.VARGAVHAN,Zilla Parishad,1_Primary,1,4
27030604202,Z.P. PRI SHEVARE BK.SCH.,Zilla Parishad,1_Primary,1,4
27030604301,Z.P. PRI. SCH. AJANTI SIM,Zilla Parishad,1_Primary,1,4
27030604401,Z.P. PRI. SCH.ANWARDE BK,Zilla Parishad,1_Primary,1,4
27030604501,Z.P.PRI. SCH. DAGADI BK,Zilla Parishad,1_Primary,1,4
27030604601,Z.P. KENDRYA PRI. SCH.GHODGAON,Zilla Parishad,1_Primary,1,4
27030604701,Z.P. PRI. SCH. KUSUMBE,Zilla Parishad,1_Primary,1,4
27030604801,Z.P. PRI. SCH. MALKHEDA,Zilla Parishad,1_Primary,1,4
27030604901,Z.P.PRI. SCH. MOHIDA,Zilla Parishad,1_Primary,1,4
27030605001,Z.P. PRI. SCH. VADHODA,Zilla Parishad,1_Primary,1,4
27030605101,Z.P. PRI. SCH.WALAKI SHENDANI,Zilla Parishad,1_Primary,1,4
27030605201,Z.P. PRI. SCH. VITNER,Zilla Parishad,2_Primary with Upper Primary,1,7
27030605301,Z.P. PRI. SCH. DHANWADI,Zilla Parishad,1_Primary,1,4
27030605401,Z.P. PRI.SCH. GHUMAWAL BK,Zilla Parishad,1_Primary,1,4
27030605501,Z.P. PRI.SCH. GHUMAWAL KH,Zilla Parishad,1_Primary,1,4
27030605601,Z.P. PRI. SCH. GORGAWALE BK,Zilla Parishad,1_Primary,1,4
27030605701,Z.P. PRI. SCH.GORGAWALE KH,Zilla Parishad,1_Primary,1,4
27030605801,Z.P. PRI.SCH. KHADGAON,Zilla Parishad,1_Primary,1,4
27030605901,Z.P. PRI. SCH. KHEDIBHOKARI,Zilla Parishad,1_Primary,1,4
27030606001,Z.P. UPP SCH.KOLAMBA,Zilla Parishad,2_Primary with Upper Primary,1,7
27030606101,Z.P. UPP. PRI. SCHOOL MACHLE,Zilla Parishad,2_Primary with Upper Primary,1,7
27030606201,Z.P. PRI.SCH. RUKHANKHEDA P C,Zilla Parishad,1_Primary,1,4
27030606301,Z.P. PRI. SCH. TAWASE KH,Zilla Parishad,1_Primary,1,4
27030606401,Z.P. PRI. SCH. WADGAON SIM,Zilla Parishad,1_Primary,1,4
27030606501,Z.P. SCH. ANWARDE-BUDHGAON,Zilla Parishad,1_Primary,1,4
27030606701,Z.P.PRI.  SCH. BHARDU,Zilla Parishad,1_Primary,1,4
27030606801,Z.P. PRI. SCH. BHAWALE,Zilla Parishad,1_Primary,1,4
27030607001,Z.P. PRI. SCH. DHUPE,Zilla Parishad,1_Primary,1,4
27030607201,Z.P. SCH. GALANGI,Zilla Parishad,1_Primary,1,4
27030607301,Z.P. SCH. GANPUR,Zilla Parishad,1_Primary,1,4
27030607401,Z.P. SHIVAJI ADARSH PRI. SCH. HATED BK.,Zilla Parishad,1_Primary,1,4
27030607601,Z.P. SCH. VELODE,Zilla Parishad,2_Primary with Upper Primary,1,5
27030607701,Z.P. PRI. SCH. AMMALWADI,Zilla Parishad,2_Primary with Upper Primary,1,5
27030607801,Z.P. UPP. PRI. SCH. CHAUGAON,Zilla Parishad,2_Primary with Upper Primary,1,7
27030607901,Z.P. PRI. SCH. CHUNCHALE,Zilla Parishad,1_Primary,1,4
27030607903,ZP. SCH. KARJANE CHUNCHALE,Zilla Parishad,1_Primary,1,4
27030608001,Z.P. UPP. PRI. SCH. HINGONE (MAJARE),Zilla Parishad,2_Primary with Upper Primary,1,7
27030608101,Z.P. PRI. SCH. HINGONE (MOUJE),Zilla Parishad,1_Primary,1,4
27030608301,Z.P.PRI. SCH. KRUSHNAPUR,Zilla Parishad,1_Primary,1,4
27030608401,Z.P. KENDRY BOYS  PRI. SCH. LASUR,Zilla Parishad,1_Primary,1,4
27030608402,Z.P. GIRLS PRI. SCH. LASUR,Zilla Parishad,1_Primary,1,4
27030608501,Z.P. UPP. PRI. SCH. MAMALDE,Zilla Parishad,2_Primary with Upper Primary,1,7
27030608502,Z.P. PRI.URDU SCH. MAMALDE,Zilla Parishad,1_Primary,1,4
27030608601,Z.P. PRI. SCH. MARATHE,Zilla Parishad,1_Primary,1,4
27030608701,Z.P. PRI. SCH. MORCHIDA ,Zilla Parishad,2_Primary with Upper Primary,1,5
27030609001,Z.P.  UPP. PRI. SCH. BORAJANTI,Zilla Parishad,2_Primary with Upper Primary,1,7
27030609101,Z.P. PRI. SCH. BORMALI,Zilla Parishad,2_Primary with Upper Primary,1,5
27030609201,Z.P. PRI. SCH. DEVHARI,Zilla Parishad,1_Primary,1,4
27030609302,ZP. PRI. SCH. DEVZIRI,Zilla Parishad,1_Primary,1,4
27030609401,Z.P. PRI.SCH. GOURYAPADAV,Zilla Parishad,2_Primary with Upper Primary,1,5
27030609503,Z.P.PRI. SCH. KARJANA,Zilla Parishad,1_Primary,1,4
27030609601,Z.P. PRI. SCH. KHARYAPADAV,Zilla Parishad,2_Primary with Upper Primary,1,5
27030609701,Z.P.UPP. PRI. SCH. MELANE,Zilla Parishad,3_Pr. With Up.Pr. & sec./H.Sec.,1,8
27030609801,Z.P. PRI. SCH. MULYAUTAR ,Zilla Parishad,1_Primary,1,4
27030609901,Z.P. KENDRYA PRI. SCH. NAGALWADI,Zilla Parishad,1_Primary,1,4
27030610001,Z.P. PRI. SCH. SHENPANI,Zilla Parishad,1_Primary,1,4
27030610101,Z.P. UPP. PRI. SCH. VAIJAPUR,Zilla Parishad,2_Primary with Upper Primary,1,7
27030610201,Z.P. UPP. PRI. SCH. VARAD,Zilla Parishad,3_Pr. With Up.Pr. & sec./H.Sec.,1,8
27030610301,Z.P. PRI. SCH. DONDWADE,Zilla Parishad,1_Primary,1,4
27030610401,Z.P. UPP. PRI. SCH. GARTAD,Zilla Parishad,2_Primary with Upper Primary,1,7
27030610501,Z.P. PRI. SCH. KATHORA,Zilla Parishad,1_Primary,1,4
27030610601,Z.P.UPP. PRI. SCH. KHACHANE,Zilla Parishad,2_Primary with Upper Primary,1,7
27030610701,Z.P. PRI. SCH. KURWEL-TAVSE BK.,Zilla Parishad,1_Primary,1,4
27030610801,Z.P.CENTRAL SCH.  NIMGAVHAN,Zilla Parishad,2_Primary with Upper Primary,1,7
27030610901,Z.P. PRI. SCH.SANPULE,Zilla Parishad,1_Primary,1,4
27030611001,Z.P. PRI. SCH. TANDALWADI,Zilla Parishad,1_Primary,1,4
27030611201,ZP. PRI. SCH. DEVGAD,Zilla Parishad,2_Primary with Upper Primary,1,5
27030611301,ZP. PRI. SCH. DHANORE PRA.CHO,Zilla Parishad,1_Primary,1,4
27030611401,ZP. PRI. SCH. JIRAYATPADA,Zilla Parishad,2_Primary with Upper Primary,1,5
27030611501,ZP. PRI. SCH. UTTAMNAGAR,Zilla Parishad,1_Primary,1,4
27030611701,ZP. PRI. SCH. PANSHEVDI,Zilla Parishad,1_Primary,1,4
27030611801,ZP. PRI. SCH. CHANDANYATALAV,Zilla Parishad,2_Primary with Upper Primary,1,5
27030612001,ZP. PRI. SCH. BADHAI,Zilla Parishad,2_Primary with Upper Primary,1,5
27030612101,ZP. PRI. SCH. SHEVAREPADA,Zilla Parishad,2_Primary with Upper Primary,1,5
27030612201,ZP. PRI. SCH. VADGAON KH,Zilla Parishad,2_Primary with Upper Primary,1,5
27030612301,ZP. UPP. PRI. SCH. UNAPDEV,Zilla Parishad,2_Primary with Upper Primary,1,5
27030612401,ZP. PRI. SCH.  MANYARWASTI KHARDI,Zilla Parishad,2_Primary with Upper Primary,1,5
27030612501,ZP. PRI. SCH. DHUPMAY VASTIKHARDI,Zilla Parishad,2_Primary with Upper Primary,1,5
27030700101,Z.P. KENDRA SCH.CHANDSAR,Zilla Parishad,1_Primary,1,4
27030700201,Z.P. UPPER PRI. SCH. CHORGAON,Zilla Parishad,2_Primary with Upper Primary,1,7
27030700301,ZP PRI.SCHOOL DHAR,Zilla Parishad,1_Primary,1,4
27030700401,Z.P PRI. SCH. DONGAON BK.,Zilla Parishad,1_Primary,1,4
27030700501,Z P PRI. SCHOOL DONGAON  KH.,Zilla Parishad,1_Primary,1,4
27030700601,Z.P.PRI. SCH. FULPAT,Zilla Parishad,1_Primary,1,4
27030700701,Z.P. PRI. SCH. KAWTHAL,Zilla Parishad,1_Primary,1,4
27030700801,Z.P.PRI. SCH. LADALI,Zilla Parishad,1_Primary,1,4
27030700901,Z.P.UPPER PRI. SCH. REL,Zilla Parishad,2_Primary with Upper Primary,1,7
27030701001,Z.P.UPPER PRI. SCH. SHERI,Zilla Parishad,3_Pr. With Up.Pr. & sec./H.Sec.,1,8
27030701101,Z.P.PRI. SCH. TAHAKALI KH.,Zilla Parishad,1_Primary,1,4
27030701201,Z. P. PRI. SCH.  ANORE,Zilla Parishad,1_Primary,1,4
27030701301,Z.P.PRI. SCH. BABHALE BK,Zilla Parishad,1_Primary,1,4
27030701401,Z.P.KENDRA SCH. BAMBHORI BK,Zilla Parishad,2_Primary with Upper Primary,1,7
27030701501,Z.P. UPPER PRI.SCH. BHAWARKHEDE,Zilla Parishad,2_Primary with Upper Primary,1,7
27030701601,Z. P. UPPER PRI SCH. DHANORE,Zilla Parishad,2_Primary with Upper Primary,1,7
27030701701,Z.P. UPPER PRI MARATHI SCH. DHARANGAON,Zilla Parishad,2_Primary with Upper Primary,1,7
27030701704,Z.P. UPPER PRI URDU SCH. NO. 2 DHARANGAON,Zilla Parishad,2_Primary with Upper Primary,1,7
27030701710,Z.P. UPPER PRI URDU SCH. NO 1 DHARANGAON,Zilla Parishad,2_Primary with Upper Primary,1,7
27030701711,Z.P. PRI URDU SCH. NO. 3 DHARANGAON,Zilla Parishad,1_Primary,1,4
27030701801,Z.P.PRI. SCH.GARKHEDE,Zilla Parishad,1_Primary,1,4
27030701901,Z. P. PRI. SCH. VIVARE,Zilla Parishad,1_Primary,1,4
27030702001,Z.P.PRI. SCH. BHONE BK,Zilla Parishad,1_Primary,1,4
27030702101,Z.P.PRI. SCH. BILKHEDE,Zilla Parishad,2_Primary with Upper Primary,1,5
27030702201,Z.P.PRI. SCH. BORGAON BK,Zilla Parishad,1_Primary,1,4
27030702301,Z.P.PRI.  SCH. BORGAON KH.,Zilla Parishad,1_Primary,1,4
27030702401,Z.P.UPPER PRI. SCH. JAMBHORE,Zilla Parishad,2_Primary with Upper Primary,1,7
27030702501,Z.P.PRI. MARATHI.  SCH. KANDARI BK,Zilla Parishad,1_Primary,1,4
27030702502,Z P. URDU SCH.  KANDARI BK,Zilla Parishad,2_Primary with Upper Primary,1,5
27030702601,Z.P.PRI. SCH. SARWE KH,Zilla Parishad,1_Primary,1,4
27030702701,Z.P. PRI. SCH. SHAMKHEDE,Zilla Parishad,2_Primary with Upper Primary,1,5
27030702801,Z.P.PRI. SCH.  AVHANI,Zilla Parishad,1_Primary,1,4
27030702901,Z.P.UPPER PRI. BAMBHORI P.C.,Zilla Parishad,2_Primary with Upper Primary,1,7
27030703001,Z.P.PRI. BHOKANI,Zilla Parishad,1_Primary,1,4
27030703101,Z.P.PRI. CHINCHPURE,Zilla Parishad,1_Primary,1,4
27030703201,Z.P.PRI.SCH.  EKLAGNA,Zilla Parishad,2_Primary with Upper Primary,1,5
27030703401,Z.P.PRI.SCH.  MUSAI KH.,Zilla Parishad,2_Primary with Upper Primary,1,5
27030703501,Z.P.MARATHI BOYS KENDRA SCH. PALDHI BK.,Zilla Parishad,1_Primary,1,4
27030703502,Z.P.BOYS UPPER PRI URDU  SCH. PALDHI BK.,Zilla Parishad,2_Primary with Upper Primary,1,7
27030703504,Z P GIRLS UPPER PRI.URDU SCH.  PALDHI BK,Zilla Parishad,2_Primary with Upper Primary,1,7
27030703601,Z.P.UPPER PRI. KANYA SCH.PALDHI KH.,Zilla Parishad,2_Primary with Upper Primary,1,7
27030703603,Z P UPPER PRI. MARATHI  SCH. FULENAGAR PALDHI KH.,Zilla Parishad,2_Primary with Upper Primary,1,7
27030703604,Z P. UPPER PRI. URDU SCH FULENAGAR PALDHI KH.,Zilla Parishad,2_Primary with Upper Primary,1,7
27030703701,Z.P.PRI. SCH.  POKHARI,Zilla Parishad,2_Primary with Upper Primary,1,5
27030703801,Z.P.UPPER PRI. SCH.  VARAD BK,Zilla Parishad,2_Primary with Upper Primary,1,7
27030703901,Z.P.PRI.SCH.  VARAD KH.,Zilla Parishad,1_Primary,1,4
27030704001,Z.P. PRI.SCH.  BHOD BK.,Zilla Parishad,1_Primary,1,4
27030704101,Z.P.PRI.SCH. BHOD KH.,Zilla Parishad,1_Primary,1,4
27030704201,Z.P.PRI.SCH. CHAWALKHEDE,Zilla Parishad,1_Primary,1,4
27030704301,Z.P.PRI.MARATHI SCH. HANAMANTKHEDE KH,Zilla Parishad,1_Primary,1,4
27030704302,Z P.PRI.URDU SCH. HANAMANTKHEDE KH,Zilla Parishad,1_Primary,1,4
27030704401,Z. P. PRI SCH. HINGONE BK,Zilla Parishad,1_Primary,1,4
27030704501,Z.P.PRI. SCH. HINGONE KH.,Zilla Parishad,1_Primary,1,4
27030704701,Z.P.PRI. SCH. KALYANI KH.,Zilla Parishad,1_Primary,1,4
27030704801,Z.P.PRI. SCH.  KALYANE HOL,Zilla Parishad,1_Primary,1,4
27030704901,Z.P. PRI. SCH. PIMPALE SIM,Zilla Parishad,1_Primary,1,4
27030705001,Z.P.KENDRA PRI.SCH. PIMPRI KH.,Zilla Parishad,1_Primary,1,4
27030705003,Z. P. PRI URDU SCH. PIMPRI KH.,Zilla Parishad,2_Primary with Upper Primary,1,5
27030705101,Z.P.PRI.SCH. WADHLUD BK,Zilla Parishad,1_Primary,1,4
27030705201,Z.P.PRI.SCH. WAGHLUD KH.,Zilla Parishad,1_Primary,1,4
27030705301,Z.P.PRI SCH. BHAMARDI,Zilla Parishad,1_Primary,1,4
27030705401,Z.P.PRI. SCH. GONDEGAON,Zilla Parishad,1_Primary,1,4
27030705501,Z.P.PRI. SEC. KHARDE,Zilla Parishad,1_Primary,1,4
27030705601,Z.P.PRI. BOYS SCH. NANDED,Zilla Parishad,1_Primary,1,4
27030705602,Z.P.UPPER PRI. GIRLS SCH. NANDED,Zilla Parishad,2_Primary with Upper Primary,1,7
27030705701,Z.P.  PRI SCH. NARNE,Zilla Parishad,2_Primary with Upper Primary,1,5
27030705801,Z.P.PRI. SCH.  NISHANE BK.,Zilla Parishad,1_Primary,1,4
27030706001,Z.P. UPPER PRI.SCH. PIMPALE BK.,Zilla Parishad,2_Primary with Upper Primary,1,7
27030706201,Z.P.UPPER PRI.SCH ROTWAD,Zilla Parishad,2_Primary with Upper Primary,1,7
27030706301,Z.P.UPPER PRI. SCH. SAKARE,Zilla Parishad,2_Primary with Upper Primary,1,7
27030706401,Z.P. KENDRA  SCH. (BOYS) SALWA,Zilla Parishad,1_Primary,1,4
27030706402,Z.P. PRI.  GIRLS SCH. SALWA,Zilla Parishad,1_Primary,1,4
27030706501,Z.P.PRI. SCH. AHIRE BK,Zilla Parishad,1_Primary,1,4
27030706601,Z.P.PRI. SCH. AHIRE KH.,Zilla Parishad,1_Primary,1,4
27030706701,Z.P.PRI.SCH. BABHULGAON,Zilla Parishad,1_Primary,1,4
27030706801,Z.P.PRI. SCH.  CHAMGAON,Zilla Parishad,1_Primary,1,4
27030706901,Z.P.PRI.SCH. GANGAPURI,Zilla Parishad,2_Primary with Upper Primary,1,5
27030707101,Z. P. KENDRA SCH. PASHTANE KH.,Zilla Parishad,1_Primary,1,4
27030707201,Z.P.KENDRA SCH. SONWAD BK.,Zilla Parishad,1_Primary,1,4
27030707202,Z.P. PRI  URDU SCH SONWAD BK.,Zilla Parishad,2_Primary with Upper Primary,1,5
27030707301,Z.P.PRI.SCH. SONWAD KH.,Zilla Parishad,1_Primary,1,4
27030707401,Z.P.PRI. SCH. TARADE,Zilla Parishad,1_Primary,1,4
27030707501,Z.P.PRI. SCH. UKHALWADI ,Zilla Parishad,1_Primary,1,4
27030707601,Z.P. PRI. SCH. ANJANVIHIRE,Zilla Parishad,1_Primary,1,4
27030707701,Z.P.PRI SCH. BORKHEDA,Zilla Parishad,1_Primary,1,4
27030707801,Z.P. PRI. SCH. DAHIDULE,Zilla Parishad,1_Primary,1,4
27030707901,Z.P. PRI. SCH. KHAMKHEDE,Zilla Parishad,1_Primary,1,4
27030708101,Z.P. UPPER PRI. NIMBHORE,Zilla Parishad,2_Primary with Upper Primary,1,7
27030708301,Z.P.PRI. SCH. PATHRAD BK.,Zilla Parishad,1_Primary,1,4
27030708501,Z.P. PRI  SCH. SATKHEDE,Zilla Parishad,1_Primary,1,4
27030708601,Z.P. PRI SCH. VANJARI BK.,Zilla Parishad,1_Primary,1,4
27030708701,Z. P.  PRI. SCH. WAKTUKI,Zilla Parishad,1_Primary,1,4
27030708801,Z.P. KENDRA SCH. ZURKHEDE,Zilla Parishad,1_Primary,1,4
27030800102,Z.P. SCH. GIRLS ADGAON,Zilla Parishad,1_Primary,1,4
27030800106,Z.P.SCH.BOYS ADGAON,Zilla Parishad,1_Primary,1,4
27030800107,Z.P. SCH. ADAGAON TANDA,Zilla Parishad,2_Primary with Upper Primary,1,5
27030800201,Z.P. PRI. SCH. ANTURLI KH,Zilla Parishad,2_Primary with Upper Primary,1,5
27030800301,Z.P. PRI. SCH. FARKANDE,Zilla Parishad,3_Pr. With Up.Pr. & sec./H.Sec.,1,8
27030800401,Z.P. PRI. SCH. JAWKHEDE SIM,Zilla Parishad,2_Primary with Upper Primary,1,7
27030800501,Z.P. PRI. SCH. JANFAL,Zilla Parishad,2_Primary with Upper Primary,1,5
27030800601,Z.P. PRI. SCH. MALKHEDE,Zilla Parishad,2_Primary with Upper Primary,1,5
27030800701,Z.P. PRI. SCH. UMARE,Zilla Parishad,2_Primary with Upper Primary,1,5
27030800801,Z.P. PRI. SCH. BHALGAON,Zilla Parishad,2_Primary with Upper Primary,1,7
27030800901,Z.P.  BOYS NO.1 ERANDOL,Zilla Parishad,2_Primary with Upper Primary,1,7
27030800902,Z.P.  GIRL. ERANDOL,Zilla Parishad,2_Primary with Upper Primary,1,7
27030800903,Z.P.  SCH. NO.2 ERANDOL,Zilla Parishad,2_Primary with Upper Primary,1,7
27030800904,Z.P.  URDU SCH. NO. 1 ERANDOL,Zilla Parishad,2_Primary with Upper Primary,1,7
27030800905,Z.P.  URDU SCH. NO. 2 ERANDOL,Zilla Parishad,1_Primary,1,4
27030800906,Z.P.  URDU GIRLS SCH. ERANDOL,Zilla Parishad,2_Primary with Upper Primary,1,7
27030801001,Z.P. KEVDIPURA ,Zilla Parishad,1_Primary,1,4
27030801101,Z.P. SCH. NANDGAON,Zilla Parishad,2_Primary with Upper Primary,1,5
27030801201,Z.P. SCH. PADMALAY,Zilla Parishad,2_Primary with Upper Primary,1,5
27030801301,Z.P. SCH. PALASDAL,Zilla Parishad,1_Primary,1,4
27030801401,Z.P. SCH. PATARKHEDA,Zilla Parishad,1_Primary,1,4
27030801501,Z.P. SCH. TOLI KH,Zilla Parishad,2_Primary with Upper Primary,1,5
27030801601,Z.P. SCH. UMARDE,Zilla Parishad,2_Primary with Upper Primary,1,5
27030801701,Z.P. SCH. WARKHEDI,Zilla Parishad,2_Primary with Upper Primary,1,5
27030801801,Z.P. SCH. BAMBHORI KH.,Zilla Parishad,1_Primary,1,4
27030801802,Z.P. SCH. ARJUN NAGAR,Zilla Parishad,1_Primary,1,4
27030801901,Z.P. SCH. DHARAGIR,Zilla Parishad,2_Primary with Upper Primary,1,5
27030802001,Z.P. SCH. HANMANTKHEDE BK,Zilla Parishad,1_Primary,1,4
27030802201,Z.P. SCH. JALU,Zilla Parishad,1_Primary,1,4
27030802202,Z P SCHOOL CHANDANBARDI JALU,Zilla Parishad,1_Primary,1,4
27030802401,Z.P. SCH. NO. 1 KASODA,Zilla Parishad,1_Primary,1,4
27030802402,Z.P. SCH. NO.2 KASODA,Zilla Parishad,1_Primary,1,4
27030802403,Z.P. SCH. GIRLS  KASODA,Zilla Parishad,1_Primary,1,4
27030802404,Z.P. URDU SCH. BOYS NO.1  KASODA,Zilla Parishad,2_Primary with Upper Primary,1,7
27030802405,Z.P. URDU SCH. GIRLS NO.1  KASODA,Zilla Parishad,2_Primary with Upper Primary,1,7
27030802411,Z.P. SCH. KANASHI,Zilla Parishad,2_Primary with Upper Primary,1,5
27030802415,Z. P. URDU BOYS SCH.NO.2 KASODA,Zilla Parishad,2_Primary with Upper Primary,1,7
27030802416,Z. P. URDU GIRLS SCH.NO.2  KASODA,Zilla Parishad,2_Primary with Upper Primary,1,7
27030802417,Z P SCHOOL PHASEPARDHINAGAR KASODA,Zilla Parishad,1_Primary,1,4
27030802601,Z.P. SCH. KHADKE SIM,Zilla Parishad,1_Primary,1,4
27030802701,Z.P. SCH. NANDKHURDE BK,Zilla Parishad,2_Primary with Upper Primary,1,5
27030802801,Z. P. PRI. SCHOOL NANDKHURDE KH,Zilla Parishad,2_Primary with Upper Primary,1,5
27030802901,Z.P. SCH. SONBARDI,Zilla Parishad,2_Primary with Upper Primary,1,5
27030803001,Z.P. PRIMARY SCH. VANKOTHE,Zilla Parishad,1_Primary,1,4
27030803101,Z.P. SCH. CHORTAKKI,Zilla Parishad,2_Primary with Upper Primary,1,5
27030803201,Z.P. SCH. JAWKHEDE BK,Zilla Parishad,1_Primary,1,4
27030803301,Z.P. SCH. JAWKHEDE KH,Zilla Parishad,2_Primary with Upper Primary,1,5
27030803302,Z.P.SCH.JAGDHAN JAWKHEDE KH,Zilla Parishad,1_Primary,1,4
27030803401,Z.P. SCH. KADHOLI,Zilla Parishad,2_Primary with Upper Primary,1,7
27030803501,Z.P. SCH. KHEDI KH,Zilla Parishad,2_Primary with Upper Primary,1,7
27030803601,Z.P. SCH. PIMPRI BK,Zilla Parishad,1_Primary,1,4
27030803801,Z.P. SCH. PIMPALKOTHE BK,Zilla Parishad,2_Primary with Upper Primary,1,7
27030803802,Z.P. SCH. URDU  PIMPALKOTHE BK,Zilla Parishad,1_Primary,1,4
27030803901,Z.P. SCH. PIMPALKOTHE KH,Zilla Parishad,1_Primary,1,4
27030804001,Z.P. SCH. TAKARKHEDE,Zilla Parishad,1_Primary,1,4
27030804101,Z.P. SCH. WAIJNATH,Zilla Parishad,1_Primary,1,4
27030804201,Z.P. SCH. VIKHARAN,Zilla Parishad,2_Primary with Upper Primary,1,7
